Date,FinancialYear,GAG Period,GAG Year & Period,ID
2008-02-06 00:00:00,07-08,09,FY 07-08- P09,1313
2008-02-07 00:00:00,07-08,09,FY 07-08- P09,1314
2008-02-08 00:00:00,07-08,09,FY 07-08- P09,1315
2008-02-09 00:00:00,07-08,09,FY 07-08- P09,1316
2008-02-10 00:00:00,07-08,09,FY 07-08- P09,1317
2008-02-11 00:00:00,07-08,09,FY 07-08- P09,1318
2008-02-12 00:00:00,07-08,09,FY 07-08- P09,1319
2008-02-13 00:00:00,07-08,09,FY 07-08- P09,1320
2008-02-14 00:00:00,07-08,09,FY 07-08- P09,1321
2008-02-15 00:00:00,07-08,09,FY 07-08- P09,1322
2008-02-16 00:00:00,07-08,09,FY 07-08- P09,1323
2008-02-17 00:00:00,07-08,09,FY 07-08- P09,1324
2008-02-18 00:00:00,07-08,09,FY 07-08- P09,1325
2008-02-19 00:00:00,07-08,09,FY 07-08- P09,1326
2008-02-20 00:00:00,07-08,09,FY 07-08- P09,1327
2008-02-21 00:00:00,07-08,09,FY 07-08- P09,1328
2008-02-22 00:00:00,07-08,09,FY 07-08- P09,1329
2008-02-23 00:00:00,07-08,09,FY 07-08- P09,1330
2008-02-24 00:00:00,07-08,09,FY 07-08- P09,1331
2008-02-25 00:00:00,07-08,09,FY 07-08- P09,1332
2008-02-26 00:00:00,07-08,09,FY 07-08- P09,1333
2008-02-27 00:00:00,07-08,09,FY 07-08- P09,1334
2008-02-28 00:00:00,07-08,09,FY 07-08- P09,1335
2008-02-29 00:00:00,07-08,09,FY 07-08- P09,1336
2008-03-01 00:00:00,07-08,09,FY 07-08- P09,1337
2008-03-02 00:00:00,07-08,10,FY 07-08- P10,1338
2008-03-03 00:00:00,07-08,10,FY 07-08- P10,1339
2008-03-04 00:00:00,07-08,10,FY 07-08- P10,1340
2008-03-05 00:00:00,07-08,10,FY 07-08- P10,1341
2008-03-06 00:00:00,07-08,10,FY 07-08- P10,1342
2008-03-07 00:00:00,07-08,10,FY 07-08- P10,1343
2008-03-08 00:00:00,07-08,10,FY 07-08- P10,1344
2008-03-09 00:00:00,07-08,10,FY 07-08- P10,1345
2008-03-10 00:00:00,07-08,10,FY 07-08- P10,1346
2008-03-11 00:00:00,07-08,10,FY 07-08- P10,1347
2008-03-12 00:00:00,07-08,10,FY 07-08- P10,1348
2008-03-13 00:00:00,07-08,10,FY 07-08- P10,1349
2008-03-14 00:00:00,07-08,10,FY 07-08- P10,1350
2008-03-15 00:00:00,07-08,10,FY 07-08- P10,1351
2008-03-16 00:00:00,07-08,10,FY 07-08- P10,1352
2008-03-17 00:00:00,07-08,10,FY 07-08- P10,1353
2008-03-18 00:00:00,07-08,10,FY 07-08- P10,1354
2008-03-19 00:00:00,07-08,10,FY 07-08- P10,1355
2008-03-20 00:00:00,07-08,10,FY 07-08- P10,1356
2008-03-21 00:00:00,07-08,10,FY 07-08- P10,1357
2008-03-22 00:00:00,07-08,10,FY 07-08- P10,1358
2008-03-23 00:00:00,07-08,10,FY 07-08- P10,1359
2008-03-24 00:00:00,07-08,10,FY 07-08- P10,1360
2008-03-25 00:00:00,07-08,10,FY 07-08- P10,1361
2008-03-26 00:00:00,07-08,10,FY 07-08- P10,1362
2008-03-27 00:00:00,07-08,10,FY 07-08- P10,1363
2008-03-28 00:00:00,07-08,10,FY 07-08- P10,1364
2008-03-29 00:00:00,07-08,10,FY 07-08- P10,1365
2008-03-30 00:00:00,07-08,11,FY 07-08- P11,1366
2008-03-31 00:00:00,07-08,11,FY 07-08- P11,1367
2008-04-01 00:00:00,07-08,11,FY 07-08- P11,1368
2008-04-02 00:00:00,07-08,11,FY 07-08- P11,1369
2008-04-03 00:00:00,07-08,11,FY 07-08- P11,1370
2008-04-04 00:00:00,07-08,11,FY 07-08- P11,1371
2008-04-05 00:00:00,07-08,11,FY 07-08- P11,1372
2008-04-06 00:00:00,07-08,11,FY 07-08- P11,1373
2008-04-07 00:00:00,07-08,11,FY 07-08- P11,1374
2008-04-08 00:00:00,07-08,11,FY 07-08- P11,1375
2008-04-09 00:00:00,07-08,11,FY 07-08- P11,1376
2008-04-10 00:00:00,07-08,11,FY 07-08- P11,1377
2008-04-11 00:00:00,07-08,11,FY 07-08- P11,1378
2008-04-12 00:00:00,07-08,11,FY 07-08- P11,1379
2008-04-13 00:00:00,07-08,11,FY 07-08- P11,1380
2008-04-14 00:00:00,07-08,11,FY 07-08- P11,1381
2008-04-15 00:00:00,07-08,11,FY 07-08- P11,1382
2008-04-16 00:00:00,07-08,11,FY 07-08- P11,1383
2008-04-17 00:00:00,07-08,11,FY 07-08- P11,1384
2008-04-18 00:00:00,07-08,11,FY 07-08- P11,1385
2008-04-19 00:00:00,07-08,11,FY 07-08- P11,1386
2008-04-20 00:00:00,07-08,11,FY 07-08- P11,1387
2008-04-21 00:00:00,07-08,11,FY 07-08- P11,1388
2008-04-22 00:00:00,07-08,11,FY 07-08- P11,1389
2008-04-23 00:00:00,07-08,11,FY 07-08- P11,1390
2008-04-24 00:00:00,07-08,11,FY 07-08- P11,1391
2008-04-25 00:00:00,07-08,11,FY 07-08- P11,1392
2008-04-26 00:00:00,07-08,11,FY 07-08- P11,1393
2008-04-27 00:00:00,07-08,12,FY 07-08- P12,1394
2008-04-28 00:00:00,07-08,12,FY 07-08- P12,1395
2008-04-29 00:00:00,07-08,12,FY 07-08- P12,1396
2008-04-30 00:00:00,07-08,12,FY 07-08- P12,1397
2008-05-01 00:00:00,07-08,12,FY 07-08- P12,1398
2008-05-02 00:00:00,07-08,12,FY 07-08- P12,1399
2008-05-03 00:00:00,07-08,12,FY 07-08- P12,1400
2008-05-04 00:00:00,07-08,12,FY 07-08- P12,1401
2008-05-05 00:00:00,07-08,12,FY 07-08- P12,1402
2008-05-06 00:00:00,07-08,12,FY 07-08- P12,1403
2008-05-07 00:00:00,07-08,12,FY 07-08- P12,1404
2008-05-08 00:00:00,07-08,12,FY 07-08- P12,1405
2008-05-09 00:00:00,07-08,12,FY 07-08- P12,1406
2008-05-10 00:00:00,07-08,12,FY 07-08- P12,1407
2008-05-11 00:00:00,07-08,12,FY 07-08- P12,1408
2008-05-12 00:00:00,07-08,12,FY 07-08- P12,1409
2008-05-13 00:00:00,07-08,12,FY 07-08- P12,1410
2008-05-14 00:00:00,07-08,12,FY 07-08- P12,1411
2008-05-15 00:00:00,07-08,12,FY 07-08- P12,1412
2008-05-16 00:00:00,07-08,12,FY 07-08- P12,1413
2008-05-17 00:00:00,07-08,12,FY 07-08- P12,1414
2008-05-18 00:00:00,07-08,12,FY 07-08- P12,1415
2008-05-19 00:00:00,07-08,12,FY 07-08- P12,1416
2008-05-20 00:00:00,07-08,12,FY 07-08- P12,1417
2008-05-21 00:00:00,07-08,12,FY 07-08- P12,1418
2008-05-22 00:00:00,07-08,12,FY 07-08- P12,1419
2008-05-23 00:00:00,07-08,12,FY 07-08- P12,1420
2008-05-24 00:00:00,07-08,12,FY 07-08- P12,1421
2008-05-25 00:00:00,07-08,13,FY 07-08- P13,1422
2008-05-26 00:00:00,07-08,13,FY 07-08- P13,1423
2008-05-27 00:00:00,07-08,13,FY 07-08- P13,1424
2008-05-28 00:00:00,07-08,13,FY 07-08- P13,1425
2008-05-29 00:00:00,07-08,13,FY 07-08- P13,1426
2008-05-30 00:00:00,07-08,13,FY 07-08- P13,1427
2008-05-31 00:00:00,07-08,13,FY 07-08- P13,1428
2008-06-01 00:00:00,07-08,13,FY 07-08- P13,1429
2008-06-02 00:00:00,07-08,13,FY 07-08- P13,1430
2008-06-03 00:00:00,07-08,13,FY 07-08- P13,1431
2008-06-04 00:00:00,07-08,13,FY 07-08- P13,1432
2008-06-05 00:00:00,07-08,13,FY 07-08- P13,1433
2008-06-06 00:00:00,07-08,13,FY 07-08- P13,1434
2008-06-07 00:00:00,07-08,13,FY 07-08- P13,1435
2008-06-08 00:00:00,07-08,13,FY 07-08- P13,1436
2008-06-09 00:00:00,07-08,13,FY 07-08- P13,1437
2008-06-10 00:00:00,07-08,13,FY 07-08- P13,1438
2008-06-11 00:00:00,07-08,13,FY 07-08- P13,1439
2008-06-12 00:00:00,07-08,13,FY 07-08- P13,1440
2008-06-13 00:00:00,07-08,13,FY 07-08- P13,1441
2008-06-14 00:00:00,07-08,13,FY 07-08- P13,1442
2008-06-15 00:00:00,07-08,13,FY 07-08- P13,1443
2008-06-16 00:00:00,07-08,13,FY 07-08- P13,1444
2008-06-17 00:00:00,07-08,13,FY 07-08- P13,1445
2008-06-18 00:00:00,07-08,13,FY 07-08- P13,1446
2008-06-19 00:00:00,07-08,13,FY 07-08- P13,1447
2008-06-20 00:00:00,07-08,13,FY 07-08- P13,1448
2008-06-21 00:00:00,07-08,13,FY 07-08- P13,1449
2008-06-22 00:00:00,07-08,13,FY 07-08- P13,1450
2008-06-23 00:00:00,07-08,13,FY 07-08- P13,1451
2008-06-24 00:00:00,07-08,13,FY 07-08- P13,1452
2008-06-25 00:00:00,07-08,13,FY 07-08- P13,1453
2008-06-26 00:00:00,07-08,13,FY 07-08- P13,1454
2008-06-27 00:00:00,07-08,13,FY 07-08- P13,1455
2008-06-28 00:00:00,07-08,13,FY 07-08- P13,1456
2008-06-29 00:00:00,08-09,01,FY 08-09- P01,1457
2008-06-30 00:00:00,08-09,01,FY 08-09- P01,1458
2008-07-01 00:00:00,08-09,01,FY 08-09- P01,1459
2008-07-02 00:00:00,08-09,01,FY 08-09- P01,1460
2008-07-03 00:00:00,08-09,01,FY 08-09- P01,1461
2008-07-04 00:00:00,08-09,01,FY 08-09- P01,1462
2008-07-05 00:00:00,08-09,01,FY 08-09- P01,1463
2008-07-06 00:00:00,08-09,01,FY 08-09- P01,1464
2008-07-07 00:00:00,08-09,01,FY 08-09- P01,1465
2008-07-08 00:00:00,08-09,01,FY 08-09- P01,1466
2008-07-09 00:00:00,08-09,01,FY 08-09- P01,1467
2008-07-10 00:00:00,08-09,01,FY 08-09- P01,1468
2008-07-11 00:00:00,08-09,01,FY 08-09- P01,1469
2008-07-12 00:00:00,08-09,01,FY 08-09- P01,1470
2008-07-13 00:00:00,08-09,01,FY 08-09- P01,1471
2008-07-14 00:00:00,08-09,01,FY 08-09- P01,1472
2008-07-15 00:00:00,08-09,01,FY 08-09- P01,1473
2008-07-16 00:00:00,08-09,01,FY 08-09- P01,1474
2008-07-17 00:00:00,08-09,01,FY 08-09- P01,1475
2008-07-18 00:00:00,08-09,01,FY 08-09- P01,1476
2008-07-19 00:00:00,08-09,01,FY 08-09- P01,1477
2008-07-20 00:00:00,08-09,02,FY 08-09- P02,1478
2008-07-21 00:00:00,08-09,02,FY 08-09- P02,1479
2008-07-22 00:00:00,08-09,02,FY 08-09- P02,1480
2008-07-23 00:00:00,08-09,02,FY 08-09- P02,1481
2008-07-24 00:00:00,08-09,02,FY 08-09- P02,1482
2008-07-25 00:00:00,08-09,02,FY 08-09- P02,1483
2008-07-26 00:00:00,08-09,02,FY 08-09- P02,1484
2008-07-27 00:00:00,08-09,02,FY 08-09- P02,1485
2008-07-28 00:00:00,08-09,02,FY 08-09- P02,1486
2008-07-29 00:00:00,08-09,02,FY 08-09- P02,1487
2008-07-30 00:00:00,08-09,02,FY 08-09- P02,1488
2008-07-31 00:00:00,08-09,02,FY 08-09- P02,1489
2008-08-01 00:00:00,08-09,02,FY 08-09- P02,1490
2008-08-02 00:00:00,08-09,02,FY 08-09- P02,1491
2008-08-03 00:00:00,08-09,02,FY 08-09- P02,1492
2008-08-04 00:00:00,08-09,02,FY 08-09- P02,1493
2008-08-05 00:00:00,08-09,02,FY 08-09- P02,1494
2008-08-06 00:00:00,08-09,02,FY 08-09- P02,1495
2008-08-07 00:00:00,08-09,02,FY 08-09- P02,1496
2008-08-08 00:00:00,08-09,02,FY 08-09- P02,1497
2008-08-09 00:00:00,08-09,02,FY 08-09- P02,1498
2008-08-10 00:00:00,08-09,02,FY 08-09- P02,1499
2008-08-11 00:00:00,08-09,02,FY 08-09- P02,1500
2008-08-12 00:00:00,08-09,02,FY 08-09- P02,1501
2008-08-13 00:00:00,08-09,02,FY 08-09- P02,1502
2008-08-14 00:00:00,08-09,02,FY 08-09- P02,1503
2008-08-15 00:00:00,08-09,02,FY 08-09- P02,1504
2008-08-16 00:00:00,08-09,02,FY 08-09- P02,1505
2008-08-17 00:00:00,08-09,03,FY 08-09- P03,1506
2008-08-18 00:00:00,08-09,03,FY 08-09- P03,1507
2008-08-19 00:00:00,08-09,03,FY 08-09- P03,1508
2008-08-20 00:00:00,08-09,03,FY 08-09- P03,1509
2008-08-21 00:00:00,08-09,03,FY 08-09- P03,1510
2008-08-22 00:00:00,08-09,03,FY 08-09- P03,1511
2008-08-23 00:00:00,08-09,03,FY 08-09- P03,1512
2008-08-24 00:00:00,08-09,03,FY 08-09- P03,1513
2008-08-25 00:00:00,08-09,03,FY 08-09- P03,1514
2008-08-26 00:00:00,08-09,03,FY 08-09- P03,1515
2008-08-27 00:00:00,08-09,03,FY 08-09- P03,1516
2008-08-28 00:00:00,08-09,03,FY 08-09- P03,1517
2008-08-29 00:00:00,08-09,03,FY 08-09- P03,1518
2008-08-30 00:00:00,08-09,03,FY 08-09- P03,1519
2008-08-31 00:00:00,08-09,03,FY 08-09- P03,1520
2008-09-01 00:00:00,08-09,03,FY 08-09- P03,1521
2008-09-02 00:00:00,08-09,03,FY 08-09- P03,1522
2008-09-03 00:00:00,08-09,03,FY 08-09- P03,1523
2008-09-04 00:00:00,08-09,03,FY 08-09- P03,1524
2008-09-05 00:00:00,08-09,03,FY 08-09- P03,1525
2008-09-06 00:00:00,08-09,03,FY 08-09- P03,1526
2008-09-07 00:00:00,08-09,03,FY 08-09- P03,1527
2008-09-08 00:00:00,08-09,03,FY 08-09- P03,1528
2008-09-09 00:00:00,08-09,03,FY 08-09- P03,1529
2008-09-10 00:00:00,08-09,03,FY 08-09- P03,1530
2008-09-11 00:00:00,08-09,03,FY 08-09- P03,1531
2008-09-12 00:00:00,08-09,03,FY 08-09- P03,1532
2008-09-13 00:00:00,08-09,03,FY 08-09- P03,1533
2008-09-14 00:00:00,08-09,04,FY 08-09- P04,1534
2008-09-15 00:00:00,08-09,04,FY 08-09- P04,1535
2008-09-16 00:00:00,08-09,04,FY 08-09- P04,1536
2008-09-17 00:00:00,08-09,04,FY 08-09- P04,1537
2008-09-18 00:00:00,08-09,04,FY 08-09- P04,1538
2008-09-19 00:00:00,08-09,04,FY 08-09- P04,1539
2008-09-20 00:00:00,08-09,04,FY 08-09- P04,1540
2008-09-21 00:00:00,08-09,04,FY 08-09- P04,1541
2008-09-22 00:00:00,08-09,04,FY 08-09- P04,1542
2008-09-23 00:00:00,08-09,04,FY 08-09- P04,1543
2008-09-24 00:00:00,08-09,04,FY 08-09- P04,1544
2008-09-25 00:00:00,08-09,04,FY 08-09- P04,1545
2008-09-26 00:00:00,08-09,04,FY 08-09- P04,1546
2008-09-27 00:00:00,08-09,04,FY 08-09- P04,1547
2008-09-28 00:00:00,08-09,04,FY 08-09- P04,1548
2008-09-29 00:00:00,08-09,04,FY 08-09- P04,1549
2008-09-30 00:00:00,08-09,04,FY 08-09- P04,1550
2008-10-01 00:00:00,08-09,04,FY 08-09- P04,1551
2008-10-02 00:00:00,08-09,04,FY 08-09- P04,1552
2008-10-03 00:00:00,08-09,04,FY 08-09- P04,1553
2008-10-04 00:00:00,08-09,04,FY 08-09- P04,1554
2008-10-05 00:00:00,08-09,04,FY 08-09- P04,1555
2008-10-06 00:00:00,08-09,04,FY 08-09- P04,1556
2008-10-07 00:00:00,08-09,04,FY 08-09- P04,1557
2008-10-08 00:00:00,08-09,04,FY 08-09- P04,1558
2008-10-09 00:00:00,08-09,04,FY 08-09- P04,1559
2008-10-10 00:00:00,08-09,04,FY 08-09- P04,1560
2008-10-11 00:00:00,08-09,04,FY 08-09- P04,1561
2008-10-12 00:00:00,08-09,05,FY 08-09- P05,1562
2008-10-13 00:00:00,08-09,05,FY 08-09- P05,1563
2008-10-14 00:00:00,08-09,05,FY 08-09- P05,1564
2008-10-15 00:00:00,08-09,05,FY 08-09- P05,1565
2008-10-16 00:00:00,08-09,05,FY 08-09- P05,1566
2008-10-17 00:00:00,08-09,05,FY 08-09- P05,1567
2008-10-18 00:00:00,08-09,05,FY 08-09- P05,1568
2008-10-19 00:00:00,08-09,05,FY 08-09- P05,1569
2008-10-20 00:00:00,08-09,05,FY 08-09- P05,1570
2008-10-21 00:00:00,08-09,05,FY 08-09- P05,1571
2008-10-22 00:00:00,08-09,05,FY 08-09- P05,1572
2008-10-23 00:00:00,08-09,05,FY 08-09- P05,1573
2008-10-24 00:00:00,08-09,05,FY 08-09- P05,1574
2008-10-25 00:00:00,08-09,05,FY 08-09- P05,1575
2008-10-26 00:00:00,08-09,05,FY 08-09- P05,1576
2008-10-27 00:00:00,08-09,05,FY 08-09- P05,1577
2008-10-28 00:00:00,08-09,05,FY 08-09- P05,1578
2008-10-29 00:00:00,08-09,05,FY 08-09- P05,1579
2008-10-30 00:00:00,08-09,05,FY 08-09- P05,1580
2008-10-31 00:00:00,08-09,05,FY 08-09- P05,1581
2008-11-01 00:00:00,08-09,05,FY 08-09- P05,1582
2008-11-02 00:00:00,08-09,05,FY 08-09- P05,1583
2008-11-03 00:00:00,08-09,05,FY 08-09- P05,1584
2008-11-04 00:00:00,08-09,05,FY 08-09- P05,1585
2008-11-05 00:00:00,08-09,05,FY 08-09- P05,1586
2008-11-06 00:00:00,08-09,05,FY 08-09- P05,1587
2008-11-07 00:00:00,08-09,05,FY 08-09- P05,1588
2008-11-08 00:00:00,08-09,05,FY 08-09- P05,1589
2008-11-09 00:00:00,08-09,06,FY 08-09- P06,1590
2008-11-10 00:00:00,08-09,06,FY 08-09- P06,1591
2008-11-11 00:00:00,08-09,06,FY 08-09- P06,1592
2008-11-12 00:00:00,08-09,06,FY 08-09- P06,1593
2008-11-13 00:00:00,08-09,06,FY 08-09- P06,1594
2008-11-14 00:00:00,08-09,06,FY 08-09- P06,1595
2008-11-15 00:00:00,08-09,06,FY 08-09- P06,1596
2008-11-16 00:00:00,08-09,06,FY 08-09- P06,1597
2008-11-17 00:00:00,08-09,06,FY 08-09- P06,1598
2008-11-18 00:00:00,08-09,06,FY 08-09- P06,1599
2008-11-19 00:00:00,08-09,06,FY 08-09- P06,1600
2008-11-20 00:00:00,08-09,06,FY 08-09- P06,1601
2008-11-21 00:00:00,08-09,06,FY 08-09- P06,1602
2008-11-22 00:00:00,08-09,06,FY 08-09- P06,1603
2008-11-23 00:00:00,08-09,06,FY 08-09- P06,1604
2008-11-24 00:00:00,08-09,06,FY 08-09- P06,1605
2008-11-25 00:00:00,08-09,06,FY 08-09- P06,1606
2008-11-26 00:00:00,08-09,06,FY 08-09- P06,1607
2008-11-27 00:00:00,08-09,06,FY 08-09- P06,1608
2008-11-28 00:00:00,08-09,06,FY 08-09- P06,1609
2008-11-29 00:00:00,08-09,06,FY 08-09- P06,1610
2008-11-30 00:00:00,08-09,06,FY 08-09- P06,1611
2008-12-01 00:00:00,08-09,06,FY 08-09- P06,1612
2008-12-02 00:00:00,08-09,06,FY 08-09- P06,1613
2008-12-03 00:00:00,08-09,06,FY 08-09- P06,1614
2008-12-04 00:00:00,08-09,06,FY 08-09- P06,1615
2008-12-05 00:00:00,08-09,06,FY 08-09- P06,1616
2008-12-06 00:00:00,08-09,06,FY 08-09- P06,1617
2008-12-07 00:00:00,08-09,07,FY 08-09- P07,1618
2008-12-08 00:00:00,08-09,07,FY 08-09- P07,1619
2008-12-09 00:00:00,08-09,07,FY 08-09- P07,1620
2008-12-10 00:00:00,08-09,07,FY 08-09- P07,1621
2008-12-11 00:00:00,08-09,07,FY 08-09- P07,1622
2008-12-12 00:00:00,08-09,07,FY 08-09- P07,1623
2008-12-13 00:00:00,08-09,07,FY 08-09- P07,1624
2008-12-14 00:00:00,08-09,07,FY 08-09- P07,1625
2008-12-15 00:00:00,08-09,07,FY 08-09- P07,1626
2008-12-16 00:00:00,08-09,07,FY 08-09- P07,1627
2008-12-17 00:00:00,08-09,07,FY 08-09- P07,1628
2008-12-18 00:00:00,08-09,07,FY 08-09- P07,1629
2008-12-19 00:00:00,08-09,07,FY 08-09- P07,1630
2008-12-20 00:00:00,08-09,07,FY 08-09- P07,1631
2008-12-21 00:00:00,08-09,07,FY 08-09- P07,1632
2008-12-22 00:00:00,08-09,07,FY 08-09- P07,1633
2008-12-23 00:00:00,08-09,07,FY 08-09- P07,1634
2008-12-24 00:00:00,08-09,07,FY 08-09- P07,1635
2008-12-25 00:00:00,08-09,07,FY 08-09- P07,1636
2008-12-26 00:00:00,08-09,07,FY 08-09- P07,1637
2008-12-27 00:00:00,08-09,07,FY 08-09- P07,1638
2008-12-28 00:00:00,08-09,07,FY 08-09- P07,1639
2008-12-29 00:00:00,08-09,07,FY 08-09- P07,1640
2008-12-30 00:00:00,08-09,07,FY 08-09- P07,1641
2008-12-31 00:00:00,08-09,07,FY 08-09- P07,1642
2009-01-01 00:00:00,08-09,07,FY 08-09- P07,1643
2009-01-02 00:00:00,08-09,07,FY 08-09- P07,1644
2009-01-03 00:00:00,08-09,07,FY 08-09- P07,1645
2009-01-04 00:00:00,08-09,08,FY 08-09- P08,1646
2009-01-05 00:00:00,08-09,08,FY 08-09- P08,1647
2009-01-06 00:00:00,08-09,08,FY 08-09- P08,1648
2009-01-07 00:00:00,08-09,08,FY 08-09- P08,1649
2009-01-08 00:00:00,08-09,08,FY 08-09- P08,1650
2009-01-09 00:00:00,08-09,08,FY 08-09- P08,1651
2009-01-10 00:00:00,08-09,08,FY 08-09- P08,1652
2009-01-11 00:00:00,08-09,08,FY 08-09- P08,1653
2009-01-12 00:00:00,08-09,08,FY 08-09- P08,1654
2009-01-13 00:00:00,08-09,08,FY 08-09- P08,1655
2009-01-14 00:00:00,08-09,08,FY 08-09- P08,1656
2009-01-15 00:00:00,08-09,08,FY 08-09- P08,1657
2009-01-16 00:00:00,08-09,08,FY 08-09- P08,1658
2009-01-17 00:00:00,08-09,08,FY 08-09- P08,1659
2009-01-18 00:00:00,08-09,08,FY 08-09- P08,1660
2009-01-19 00:00:00,08-09,08,FY 08-09- P08,1661
2009-01-20 00:00:00,08-09,08,FY 08-09- P08,1662
2009-01-21 00:00:00,08-09,08,FY 08-09- P08,1663
2009-01-22 00:00:00,08-09,08,FY 08-09- P08,1664
2009-01-23 00:00:00,08-09,08,FY 08-09- P08,1665
2009-01-24 00:00:00,08-09,08,FY 08-09- P08,1666
2009-01-25 00:00:00,08-09,08,FY 08-09- P08,1667
2009-01-26 00:00:00,08-09,08,FY 08-09- P08,1668
2009-01-27 00:00:00,08-09,08,FY 08-09- P08,1669
2009-01-28 00:00:00,08-09,08,FY 08-09- P08,1670
2009-01-29 00:00:00,08-09,08,FY 08-09- P08,1671
2009-01-30 00:00:00,08-09,08,FY 08-09- P08,1672
2009-01-31 00:00:00,08-09,08,FY 08-09- P08,1673
2009-02-01 00:00:00,08-09,09,FY 08-09- P09,1674
2009-02-02 00:00:00,08-09,09,FY 08-09- P09,1675
2009-02-03 00:00:00,08-09,09,FY 08-09- P09,1676
2009-02-04 00:00:00,08-09,09,FY 08-09- P09,1677
2009-02-05 00:00:00,08-09,09,FY 08-09- P09,1678
2009-02-06 00:00:00,08-09,09,FY 08-09- P09,1679
2009-02-07 00:00:00,08-09,09,FY 08-09- P09,1680
2009-02-08 00:00:00,08-09,09,FY 08-09- P09,1681
2009-02-09 00:00:00,08-09,09,FY 08-09- P09,1682
2009-02-10 00:00:00,08-09,09,FY 08-09- P09,1683
2009-02-11 00:00:00,08-09,09,FY 08-09- P09,1684
2009-02-12 00:00:00,08-09,09,FY 08-09- P09,1685
2009-02-13 00:00:00,08-09,09,FY 08-09- P09,1686
2009-02-14 00:00:00,08-09,09,FY 08-09- P09,1687
2009-02-15 00:00:00,08-09,09,FY 08-09- P09,1688
2009-02-16 00:00:00,08-09,09,FY 08-09- P09,1689
2009-02-17 00:00:00,08-09,09,FY 08-09- P09,1690
2009-02-18 00:00:00,08-09,09,FY 08-09- P09,1691
2009-02-19 00:00:00,08-09,09,FY 08-09- P09,1692
2009-02-20 00:00:00,08-09,09,FY 08-09- P09,1693
2009-02-21 00:00:00,08-09,09,FY 08-09- P09,1694
2009-02-22 00:00:00,08-09,09,FY 08-09- P09,1695
2009-02-23 00:00:00,08-09,09,FY 08-09- P09,1696
2009-02-24 00:00:00,08-09,09,FY 08-09- P09,1697
2009-02-25 00:00:00,08-09,09,FY 08-09- P09,1698
2009-02-26 00:00:00,08-09,09,FY 08-09- P09,1699
2009-02-27 00:00:00,08-09,09,FY 08-09- P09,1700
2009-02-28 00:00:00,08-09,09,FY 08-09- P09,1701
2009-03-01 00:00:00,08-09,10,FY 08-09- P10,1702
2009-03-02 00:00:00,08-09,10,FY 08-09- P10,1703
2009-03-03 00:00:00,08-09,10,FY 08-09- P10,1704
2009-03-04 00:00:00,08-09,10,FY 08-09- P10,1705
2009-03-05 00:00:00,08-09,10,FY 08-09- P10,1706
2009-03-06 00:00:00,08-09,10,FY 08-09- P10,1707
2009-03-07 00:00:00,08-09,10,FY 08-09- P10,1708
2009-03-08 00:00:00,08-09,10,FY 08-09- P10,1709
2009-03-09 00:00:00,08-09,10,FY 08-09- P10,1710
2009-03-10 00:00:00,08-09,10,FY 08-09- P10,1711
2009-03-11 00:00:00,08-09,10,FY 08-09- P10,1712
2009-03-12 00:00:00,08-09,10,FY 08-09- P10,1713
2009-03-13 00:00:00,08-09,10,FY 08-09- P10,1714
2009-03-14 00:00:00,08-09,10,FY 08-09- P10,1715
2009-03-15 00:00:00,08-09,10,FY 08-09- P10,1716
2009-03-16 00:00:00,08-09,10,FY 08-09- P10,1717
2009-03-17 00:00:00,08-09,10,FY 08-09- P10,1718
2009-03-18 00:00:00,08-09,10,FY 08-09- P10,1719
2009-03-19 00:00:00,08-09,10,FY 08-09- P10,1720
2009-03-20 00:00:00,08-09,10,FY 08-09- P10,1721
2009-03-21 00:00:00,08-09,10,FY 08-09- P10,1722
2009-03-22 00:00:00,08-09,10,FY 08-09- P10,1723
2009-03-23 00:00:00,08-09,10,FY 08-09- P10,1724
2009-03-24 00:00:00,08-09,10,FY 08-09- P10,1725
2009-03-25 00:00:00,08-09,10,FY 08-09- P10,1726
2009-03-26 00:00:00,08-09,10,FY 08-09- P10,1727
2009-03-27 00:00:00,08-09,10,FY 08-09- P10,1728
2009-03-28 00:00:00,08-09,10,FY 08-09- P10,1729
2009-03-29 00:00:00,08-09,11,FY 08-09- P11,1730
2009-03-30 00:00:00,08-09,11,FY 08-09- P11,1731
2009-03-31 00:00:00,08-09,11,FY 08-09- P11,1732
2009-04-01 00:00:00,08-09,11,FY 08-09- P11,1733
2009-04-02 00:00:00,08-09,11,FY 08-09- P11,1734
2009-04-03 00:00:00,08-09,11,FY 08-09- P11,1735
2009-04-04 00:00:00,08-09,11,FY 08-09- P11,1736
2009-04-05 00:00:00,08-09,11,FY 08-09- P11,1737
2009-04-06 00:00:00,08-09,11,FY 08-09- P11,1738
2009-04-07 00:00:00,08-09,11,FY 08-09- P11,1739
2009-04-08 00:00:00,08-09,11,FY 08-09- P11,1740
2009-04-09 00:00:00,08-09,11,FY 08-09- P11,1741
2009-04-10 00:00:00,08-09,11,FY 08-09- P11,1742
2009-04-11 00:00:00,08-09,11,FY 08-09- P11,1743
2009-04-12 00:00:00,08-09,11,FY 08-09- P11,1744
2009-04-13 00:00:00,08-09,11,FY 08-09- P11,1745
2009-04-14 00:00:00,08-09,11,FY 08-09- P11,1746
2009-04-15 00:00:00,08-09,11,FY 08-09- P11,1747
2009-04-16 00:00:00,08-09,11,FY 08-09- P11,1748
